,Type,PRECIPITATION_MA,TEMPERATURE_MA
2211,7,0.01,71.1
2212,7,0.11,71.4
2213,7,5.17,46.0
2214,7,0.0,70.4
2215,7,14.09,51.0
2216,7,0.51,47.1
2217,7,0.65,70.0
2218,7,0.05,68.1
2219,7,10.94,46.5
2224,7,0.29,47.2
2225,7,1.09,65.7
2244,7,0.02,64.3
2245,7,15.13,48.6
2246,7,0.02,64.4
2247,7,2.67,50.9
2248,7,0.05,64.1
2249,7,10.05,51.4
2250,7,3.81,51.2
2251,7,0.02,62.7
2252,7,0.09,64.0
2253,7,0.16,51.5
2254,7,7.03,49.1
2255,7,0.0,64.8
2256,7,0.06,64.4
2257,7,6.64,48.0
2258,7,14.98,53.0
2259,7,0.01,63.0
2260,7,0.61,49.6
2261,7,0.09,63.9
2262,7,0.3,61.7
2263,7,11.15,49.3
2268,7,1.01,59.9
2269,7,0.2,47.8
2288,7,0.01,66.4
2289,7,9.5,46.1
2290,7,0.0,65.8
2291,7,3.65,49.8
2292,7,11.01,49.4
2293,7,0.0,65.5
2294,7,5.07,49.0
2295,7,0.0,64.6
2296,7,0.19,49.2
2297,7,0.42,65.4
2298,7,0.15,65.5
2299,7,7.92,46.5
2300,7,10.11,47.0
2301,7,0.18,65.8
2302,7,17.78,52.4
2303,7,0.0,64.7
2304,7,1.21,64.6
2305,7,0.61,47.8
2306,7,0.04,62.5
2307,7,14.22,47.2
2312,7,0.28,47.7
2313,7,1.38,60.8
2332,8,0.0,77.6
2333,8,5.58,46.5
2334,8,0.02,76.6
2335,8,1.38,49.1
2336,8,5.47,49.3
2337,8,0.02,77.6
2338,8,0.0,75.9
2339,8,2.53,48.8
2340,8,0.1,49.3
2341,8,0.47,77.6
2342,8,0.01,77.3
2343,8,3.14,46.2
2344,8,0.03,79.0
2345,8,2.03,47.0
2346,8,0.0,77.2
2347,8,8.81,52.4
2348,8,0.2,46.8
2349,8,0.56,76.2
2350,8,5.59,47.4
2351,8,0.06,74.1
2356,8,0.14,46.8
2357,8,1.1,71.6
2376,7,0.04,86.1
2377,7,1.56,53.0
2378,7,0.02,80.8
2379,7,0.38,53.6
2380,7,2.21,51.8
2381,7,0.0,80.6
2382,7,0.0,81.9
2383,7,1.24,53.3
2384,7,0.0,84.1
2385,7,0.0,57.2
2386,7,0.0,85.1
2387,7,2.81,53.1
2388,7,0.05,83.9
2389,7,0.44,50.9
2390,7,0.0,82.0
2391,7,1.78,54.0
2392,7,0.0,83.5
2393,7,0.19,53.4
2394,7,0.0,81.7
2395,7,1.17,52.4
2400,7,0.04,78.6
2401,7,0.51,49.4
2420,2,0.12,64.2
2421,2,15.52,33.3
2422,2,3.88,34.9
2423,2,0.33,58.6
2424,2,0.54,59.5
2425,2,7.81,34.6
2426,2,0.31,59.9
2427,2,3.25,34.2
2428,2,0.64,60.7
2429,2,0.84,37.1
2430,2,0.25,60.4
2431,2,10.55,33.1
2432,2,9.88,30.8
2433,2,0.76,63.2
2434,2,10.83,35.8
2435,2,0.0,60.0
2436,2,1.16,32.4
2437,2,1.15,60.4
2438,2,14.16,30.7
2439,2,0.95,56.9
2444,2,3.37,54.3
2445,2,0.14,34.3
2464,7,0.0,72.8
2465,7,6.47,46.3
2466,7,0.0,72.9
2467,7,1.48,49.8
2468,7,0.0,72.7
2469,7,5.89,50.0
2470,7,0.0,71.2
2471,7,2.25,49.6
2472,7,0.06,49.1
2473,7,0.26,72.4
2474,7,0.0,72.7
2475,7,3.8,46.6
2476,7,0.15,72.9
2477,7,2.71,47.3
2478,7,0.0,71.9
2479,7,9.61,52.7
2480,7,0.48,46.6
2481,7,0.24,72.0
2482,7,0.05,70.2
2483,7,6.78,47.7
2488,7,0.77,67.4
2489,7,0.22,46.9
2508,1,0.02,76.7
2509,1,9.97,44.7
2510,1,2.85,48.0
2511,1,0.1,73.7
2512,1,0.21,74.9
2513,1,7.98,47.8
2514,1,3.99,46.7
2515,1,0.02,73.9
2516,1,0.49,49.7
2517,1,0.56,75.0
2518,1,0.09,74.8
2519,1,7.68,44.6
2520,1,7.11,44.0
2521,1,0.07,77.5
2522,1,12.57,48.6
2523,1,0.0,74.6
2524,1,1.25,73.9
2525,1,0.43,46.6
2526,1,0.56,70.9
2527,1,11.53,44.6
2532,1,0.21,46.8
2533,1,1.92,67.9
2552,7,0.15,37.0
2553,7,1.53,70.2
2554,7,0.49,31.6
2555,7,1.26,69.9
2556,7,1.72,64.0
2557,7,0.26,32.8
2558,7,1.35,70.5
2559,7,0.06,30.8
2560,7,0.85,67.6
2561,7,0.24,32.4
2562,7,0.81,25.9
2563,7,1.96,70.2
2564,7,3.55,68.1
2565,7,0.75,28.3
2566,7,2.79,65.4
2567,7,0.69,29.9
2568,7,1.2,69.4
2569,7,0.19,27.3
2570,7,1.23,72.9
2571,7,0.35,29.4
2576,7,1.58,66.8
2577,7,0.79,26.2
2596,8,0.88,30.1
2597,8,1.03,60.1
2598,8,1.36,23.9
2599,8,0.48,59.6
2600,8,1.5,24.5
2601,8,1.05,56.6
2602,8,0.67,62.1
2603,8,0.98,24.1
2604,8,0.38,29.3
2605,8,0.53,60.5
2606,8,2.31,25.0
2607,8,0.96,61.0
2608,8,1.3,24.0
2609,8,1.02,60.2
2610,8,1.02,26.0
2611,8,0.49,59.0
2612,8,0.61,61.2
2613,8,0.61,21.1
2614,8,1.42,22.1
2615,8,0.24,62.9
2620,8,1.23,21.8
2621,8,0.02,59.8
2640,2,3.93,30.8
2641,2,0.77,68.3
2642,2,0.66,65.6
2643,2,1.18,25.9
2644,2,1.47,27.3
2645,2,0.78,61.6
2646,2,0.25,68.2
2647,2,1.53,25.8
2648,2,0.16,67.6
2649,2,0.29,32.0
2650,2,2.65,26.8
2651,2,0.7,68.3
2652,2,1.37,66.6
2653,2,2.52,24.6
2654,2,0.19,63.7
2655,2,1.86,30.6
2656,2,0.0,67.6
2657,2,1.31,22.4
2658,2,0.04,68.9
2659,2,1.96,26.7
2664,2,0.55,63.0
2665,2,0.98,25.3
2684,1,4.68,28.5
2685,1,0.56,64.8
2686,1,1.43,23.8
2687,1,0.94,60.8
2688,1,2.11,25.4
2689,1,2.38,57.3
2690,1,1.82,23.5
2691,1,0.24,63.9
2692,1,0.39,28.6
2693,1,0.2,63.6
2694,1,0.53,64.3
2695,1,3.19,24.8
2696,1,0.98,63.0
2697,1,2.83,22.0
2698,1,0.24,59.2
2699,1,2.44,27.4
2700,1,0.04,63.1
2701,1,1.83,19.6
2702,1,0.04,64.7
2703,1,2.66,23.6
2710,1,0.92,58.6
2711,1,0.52,25.1
2728,2,1.27,71.6
2729,2,0.01,38.3
2730,2,1.15,75.5
2731,2,0.35,31.8
2732,2,2.78,68.8
2733,2,0.3,34.0
2734,2,0.18,32.4
2735,2,1.31,76.0
2736,2,1.53,72.6
2737,2,0.01,32.1
2738,2,2.83,74.2
2739,2,0.43,26.3
2740,2,2.0,72.8
2741,2,0.09,33.8
2742,2,2.08,72.2
2743,2,0.69,31.6
2744,2,1.52,74.9
2745,2,0.03,29.4
2746,2,0.2,31.1
2747,2,0.8,76.9
2754,2,0.71,24.7
2755,2,1.9,73.5
2772,11,1.05,64.3
2773,11,4.77,29.5
2774,11,0.7,62.2
2775,11,1.23,26.4
2776,11,3.01,27.4
2777,11,0.48,59.0
2778,11,0.92,63.9
2779,11,1.15,26.4
2780,11,0.15,32.9
2781,11,0.06,63.8
2782,11,3.53,28.5
2783,11,0.34,65.1
2784,11,2.01,62.1
2785,11,3.0,25.9
2786,11,1.74,28.9
2787,11,0.02,61.5
2788,11,0.13,63.9
2789,11,1.01,24.5
2790,11,2.18,24.8
2791,11,0.15,64.9
2798,11,0.01,60.0
2799,11,1.5,26.7
2816,11,1.87,30.7
2817,11,1.09,61.3
2818,11,0.94,26.8
2819,11,1.77,59.6
2820,11,2.91,55.6
2821,11,1.19,26.8
2822,11,0.61,25.1
2823,11,1.18,61.2
2824,11,1.07,28.9
2825,11,0.38,59.3
2826,11,0.86,62.0
2827,11,1.78,22.7
2828,11,1.53,60.6
2829,11,1.59,24.5
2830,11,1.07,57.0
2831,11,1.44,26.5
2832,11,1.18,23.0
2833,11,0.36,60.2
2834,11,0.43,62.8
2835,11,1.2,25.0
2842,11,1.35,57.0
2843,11,1.22,23.7
2860,10,0.04,35.3
2861,10,1.39,71.5
2862,10,1.85,72.5
2863,10,0.41,31.8
2864,10,2.05,66.1
2865,10,0.21,32.8
2866,10,2.35,71.3
2867,10,0.15,30.6
2868,10,1.72,69.7
2869,10,0.25,29.3
2870,10,1.91,72.2
2871,10,0.4,24.6
2872,10,2.04,70.4
2873,10,0.82,27.4
2874,10,3.68,66.6
2875,10,0.89,28.2
2876,10,0.08,27.5
2877,10,1.42,70.1
2878,10,0.47,29.3
2879,10,0.68,75.1
2886,10,2.39,67.6
2887,10,0.12,29.1
2904,2,2.22,27.4
2905,2,0.54,66.8
2906,2,1.19,22.2
2907,2,1.07,61.7
2908,2,1.96,24.5
2909,2,1.51,59.4
2910,2,0.16,65.7
2911,2,0.78,23.0
2912,2,0.65,28.0
2913,2,0.24,64.0
2914,2,0.3,66.1
2915,2,1.54,22.6
2916,2,1.87,19.6
2917,2,0.69,66.0
2918,2,0.32,60.8
2919,2,1.3,27.1
2920,2,0.01,64.8
2921,2,1.41,17.6
2922,2,0.03,66.5
2923,2,2.04,23.4
2930,2,0.66,59.8
2931,2,0.33,22.6
2948,2,0.91,69.2
2949,2,2.86,31.8
2950,2,1.05,25.8
2951,2,0.45,66.7
2952,2,0.5,63.0
2953,2,1.26,28.3
2954,2,0.25,69.0
2955,2,1.21,27.3
2956,2,0.1,68.7
2957,2,0.22,32.9
2958,2,0.57,69.2
2959,2,1.83,28.3
2960,2,1.94,67.3
2961,2,1.89,25.3
2962,2,0.03,64.8
2963,2,1.11,31.2
2964,2,0.01,68.8
2965,2,0.91,23.3
2966,2,0.04,69.8
2967,2,1.4,27.2
2974,2,1.06,26.3
2975,2,0.47,64.3
2992,2,0.81,28.1
2993,2,1.82,56.4
2994,2,1.36,54.8
2995,2,0.91,18.8
2996,2,1.12,21.4
2997,2,1.13,51.6
2998,2,0.41,20.7
2999,2,0.58,57.4
3000,2,0.43,56.2
3001,2,0.66,26.5
3002,2,1.45,21.8
3003,2,1.68,57.8
3004,2,1.24,19.3
3005,2,2.03,56.4
3006,2,1.21,22.1
3007,2,0.44,53.4
3008,2,0.5,55.8
3009,2,1.0,18.2
3010,2,0.93,19.8
3011,2,0.43,58.3
3018,2,0.54,54.0
3019,2,1.06,18.2
3036,2,0.75,65.1
3037,2,2.84,30.7
3038,2,0.61,62.6
3039,2,1.09,25.2
3040,2,1.91,26.9
3041,2,0.49,59.3
3042,2,0.34,64.9
3043,2,1.28,26.5
3044,2,0.1,64.2
3045,2,0.28,32.1
3046,2,0.62,65.0
3047,2,2.29,27.5
3048,2,2.36,24.5
3049,2,1.89,62.8
3050,2,1.4,28.8
3051,2,0.03,61.0
3052,2,1.0,23.4
3053,2,0.13,64.8
3054,2,0.22,65.5
3055,2,1.67,25.2
3062,2,1.32,25.9
3063,2,0.24,60.0
3080,2,1.8,27.2
3081,2,1.86,55.6
3082,2,1.23,21.5
3083,2,1.99,53.4
3084,2,1.67,22.7
3085,2,1.88,50.1
3086,2,0.92,56.0
3087,2,0.75,21.2
3088,2,0.5,54.3
3089,2,1.61,25.7
3090,2,3.11,20.8
3091,2,1.58,56.6
3092,2,2.06,20.4
3093,2,2.23,55.0
3094,2,0.71,51.5
3095,2,2.39,23.2
3096,2,0.43,54.5
3097,2,1.68,19.3
3098,2,1.77,21.2
3099,2,0.5,57.3
3104,2,1.25,51.9
3105,2,1.65,20.7
3124,8,1.47,58.9
3125,8,2.35,26.8
3126,8,0.49,57.6
3127,8,1.45,20.7
3128,8,0.51,55.1
3129,8,1.79,21.1
3130,8,0.71,60.0
3131,8,0.91,22.0
3132,8,0.32,28.3
3133,8,0.33,59.0
3134,8,0.44,59.9
3135,8,2.43,22.4
3136,8,1.78,21.9
3137,8,1.92,58.4
3138,8,0.06,57.2
3139,8,0.9,23.6
3140,8,0.42,59.2
3141,8,0.54,16.9
3142,8,0.28,61.0
3143,8,1.83,18.4
3148,8,0.02,57.0
3149,8,1.47,19.0
3168,2,4.04,29.4
3169,2,0.75,63.0
3170,2,0.7,60.6
3171,2,1.36,25.5
3172,2,2.89,26.2
3173,2,0.38,57.6
3174,2,0.52,62.7
3175,2,1.98,25.4
3176,2,0.25,31.8
3177,2,0.07,62.0
3178,2,0.52,62.8
3179,2,3.1,26.7
3180,2,3.17,23.6
3181,2,2.42,60.3
3182,2,1.83,27.7
3183,2,0.03,59.2
3184,2,1.53,23.2
3185,2,0.18,62.4
3186,2,2.27,24.2
3187,2,0.22,63.2
3192,2,1.52,25.6
3193,2,0.04,58.0
3212,1,0.07,36.3
3213,1,1.86,68.0
3214,1,1.36,68.0
3215,1,0.48,29.9
3216,1,1.99,62.1
3217,1,0.24,32.0
3218,1,1.38,68.3
3219,1,0.12,29.6
3220,1,0.82,66.0
3221,1,0.15,30.7
3222,1,0.81,25.2
3223,1,1.76,68.1
3224,1,3.85,66.4
3225,1,0.6,28.3
3226,1,2.41,64.2
3227,1,0.73,28.7
3228,1,1.19,67.5
3229,1,0.24,25.9
3230,1,0.78,70.5
3231,1,0.53,28.0
3236,1,1.7,65.6
3237,1,1.12,25.5
3256,2,4.73,24.0
3257,2,1.26,54.4
3258,2,2.17,20.3
3259,2,1.49,52.2
3260,2,3.6,19.7
3261,2,0.6,49.3
3262,2,2.01,19.7
3263,2,0.54,54.2
3264,2,0.1,54.4
3265,2,0.54,26.6
3266,2,4.19,20.5
3267,2,0.56,54.8
3268,2,3.91,18.2
3269,2,2.46,52.7
3270,2,0.08,50.9
3271,2,2.95,21.0
3272,2,0.11,53.7
3273,2,1.65,17.6
3274,2,2.51,17.4
3275,2,0.28,54.9
3282,2,2.21,18.2
3283,2,0.18,50.5
3300,2,0.46,37.3
3301,2,1.53,64.6
3302,2,0.68,66.2
3303,2,1.0,30.7
3304,2,1.21,31.9
3305,2,1.57,61.3
3306,2,0.76,29.7
3307,2,0.65,68.0
3308,2,1.0,64.4
3309,2,0.22,33.6
3310,2,1.55,65.9
3311,2,1.43,29.9
3312,2,1.64,64.5
3313,2,0.75,29.8
3314,2,0.49,64.0
3315,2,0.82,30.6
3316,2,0.81,65.5
3317,2,0.34,27.8
3318,2,0.26,68.5
3319,2,1.01,29.6
3326,2,0.12,65.1
3327,2,1.38,25.9
3344,8,0.0,36.7
3345,8,1.56,71.4
3346,8,1.63,74.0
3347,8,0.33,32.6
3348,8,2.14,67.2
3349,8,0.24,34.8
3350,8,2.34,72.7
3351,8,0.1,32.5
3352,8,2.52,70.0
3353,8,0.07,30.9
3354,8,2.36,72.7
3355,8,0.41,26.7
3356,8,3.06,70.8
3357,8,0.24,32.0
3358,8,3.9,68.3
3359,8,1.2,30.6
3360,8,1.67,71.7
3361,8,0.14,28.3
3362,8,1.05,75.3
3363,8,0.55,30.3
3370,8,1.79,69.5
3371,8,0.43,29.4
3388,2,3.42,22.8
3389,2,1.36,53.2
3390,2,1.99,16.8
3391,2,1.45,50.6
3392,2,1.16,47.8
3393,2,2.59,17.2
3394,2,0.7,53.0
3395,2,1.34,16.0
3396,2,1.48,22.0
3397,2,0.15,52.0
3398,2,4.15,17.8
3399,2,0.91,53.9
3400,2,1.29,52.4
3401,2,2.45,16.6
3402,2,2.82,19.2
3403,2,0.37,49.3
3404,2,1.77,15.9
3405,2,0.4,51.8
3406,2,2.23,16.3
3407,2,0.27,53.9
3414,2,1.05,17.6
3415,2,0.73,49.3
3432,2,6.04,24.1
3433,2,1.33,54.5
3434,2,1.9,21.6
3435,2,0.73,52.7
3436,2,3.56,20.5
3437,2,0.8,50.0
3438,2,1.34,19.4
3439,2,0.48,54.4
3440,2,0.48,26.8
3441,2,0.11,54.7
3442,2,0.41,55.0
3443,2,4.18,20.6
3444,2,3.83,18.4
3445,2,2.33,53.2
3446,2,2.18,21.4
3447,2,0.13,51.3
3448,2,0.15,53.6
3449,2,1.53,17.9
3450,2,2.76,17.6
3451,2,0.36,55.5
3458,2,2.6,18.2
3459,2,0.2,51.8
3476,2,1.11,71.0
3477,2,0.03,34.9
3478,2,0.53,30.8
3479,2,1.54,71.8
3480,2,2.32,66.4
3481,2,0.18,31.6
3482,2,0.03,30.2
3483,2,2.34,71.2
3484,2,0.18,30.9
3485,2,0.74,69.8
3486,2,1.87,71.7
3487,2,0.5,25.1
3488,2,0.77,26.8
3489,2,3.11,69.9
3490,2,0.81,27.8
3491,2,4.25,66.9
3492,2,0.16,27.7
3493,2,1.29,70.0
3494,2,1.1,73.0
3495,2,0.26,28.9
3502,2,1.23,67.8
3503,2,0.17,26.7
3520,2,0.08,41.1
3521,2,0.72,72.7
3522,2,1.04,75.5
3523,2,0.57,32.9
3524,2,1.67,70.1
3525,2,0.4,35.4
3526,2,0.35,77.0
3527,2,0.02,33.8
3528,2,0.05,34.6
3529,2,0.8,73.2
3530,2,0.3,30.5
3531,2,3.33,74.7
3532,2,1.39,73.1
3533,2,0.35,35.1
3534,2,1.41,73.3
3535,2,0.78,32.7
3536,2,0.06,31.9
3537,2,1.25,75.6
3538,2,0.19,77.8
3539,2,0.21,33.3
3546,2,1.49,24.6
3547,2,1.67,74.2
3564,2,0.08,40.7
3565,2,1.23,71.4
3566,2,0.9,73.1
3567,2,0.47,33.9
3568,2,0.45,35.5
3569,2,1.98,67.8
3570,2,0.17,32.9
3571,2,0.34,75.2
3572,2,0.06,35.0
3573,2,1.22,71.4
3574,2,1.64,73.5
3575,2,0.53,31.8
3576,2,0.39,33.1
3577,2,1.93,71.4
3578,2,0.81,71.0
3579,2,0.34,32.5
3580,2,0.11,31.4
3581,2,0.43,72.8
3582,2,0.3,76.0
3583,2,0.39,32.3
3590,2,0.65,72.3
3591,2,1.11,27.6
3608,7,1.76,70.3
3609,7,0.17,38.6
3610,7,0.46,34.4
3611,7,1.55,70.7
3612,7,1.72,65.8
3613,7,0.33,34.2
3614,7,1.1,71.4
3615,7,0.07,32.5
3616,7,0.35,35.1
3617,7,0.57,69.4
3618,7,1.33,71.8
3619,7,0.75,29.3
3620,7,0.73,30.9
3621,7,2.87,69.2
3622,7,0.82,32.0
3623,7,1.03,66.8
3624,7,0.34,29.6
3625,7,0.53,69.8
3626,7,0.39,73.0
3627,7,0.34,32.3
3632,7,1.13,67.5
3633,7,0.98,29.2
3652,10,0.0,37.3
3653,10,1.49,71.3
3654,10,1.14,74.5
3655,10,0.28,32.2
3656,10,0.3,33.9
3657,10,3.22,67.3
3658,10,0.06,31.6
3659,10,1.92,73.8
3660,10,0.02,31.0
3661,10,1.79,71.2
3662,10,1.62,73.4
3663,10,0.49,25.6
3664,10,0.04,32.2
3665,10,2.53,71.7
3666,10,2.55,70.0
3667,10,0.9,30.5
3668,10,0.03,28.7
3669,10,1.33,73.4
3670,10,0.27,30.1
3671,10,0.82,75.4
3676,10,0.6,28.0
3677,10,1.8,70.9
3696,2,0.02,38.8
3697,2,0.9,71.6
3698,2,0.37,30.5
3699,2,0.96,74.6
3700,2,0.23,33.8
3701,2,1.84,69.0
3702,2,0.41,75.9
3703,2,0.01,32.2
3704,2,0.92,72.0
3705,2,0.01,32.4
3706,2,2.89,73.8
3707,2,0.18,27.8
3708,2,1.64,72.0
3709,2,0.21,32.7
3710,2,1.04,71.9
3711,2,0.23,31.0
3712,2,0.76,74.2
3713,2,0.02,29.5
3714,2,0.15,31.0
3715,2,0.4,76.5
3720,2,0.65,24.4
3721,2,0.87,73.1
3740,2,4.1,23.9
3741,2,0.75,56.8
3742,2,1.46,18.4
3743,2,1.14,53.0
3744,2,2.24,18.7
3745,2,3.56,49.9
3746,2,1.21,17.5
3747,2,0.77,54.8
3748,2,0.23,54.2
3749,2,1.63,22.7
3750,2,0.86,56.4
3751,2,3.42,17.5
3752,2,0.86,56.3
3753,2,2.85,18.1
3754,2,0.42,51.5
3755,2,2.42,20.9
3756,2,1.93,16.2
3757,2,0.08,54.8
3758,2,0.31,56.5
3759,2,2.98,18.5
3766,2,0.88,50.9
3767,2,0.79,18.4
3784,2,0.16,40.5
3785,2,1.09,69.4
3786,2,1.5,71.1
3787,2,0.69,33.6
3788,2,1.53,66.0
3789,2,0.7,35.0
3790,2,0.69,72.1
3791,2,0.38,33.0
3792,2,1.08,69.0
3793,2,0.1,36.4
3794,2,2.14,70.5
3795,2,0.53,32.4
3796,2,1.56,69.2
3797,2,0.6,34.4
3798,2,1.02,68.9
3799,2,0.76,33.3
3800,2,0.12,32.2
3801,2,1.05,71.6
3802,2,0.58,73.0
3803,2,0.47,33.0
3810,2,1.34,27.8
3811,2,0.56,70.8
3828,2,2.73,28.1
3829,2,1.48,61.7
3830,2,0.97,60.0
3831,2,2.08,20.9
3832,2,0.89,56.1
3833,2,2.02,23.9
3834,2,1.9,22.9
3835,2,0.56,61.1
3836,2,0.43,28.3
3837,2,0.14,60.8
3838,2,2.78,23.8
3839,2,0.84,61.1
3840,2,1.69,60.0
3841,2,2.48,21.7
3842,2,0.13,57.2
3843,2,1.99,26.3
3844,2,0.08,60.3
3845,2,1.31,19.9
3846,2,0.18,61.8
3847,2,2.12,23.0
3854,2,1.44,22.7
3855,2,0.42,57.1
3872,2,3.19,28.6
3873,2,0.72,66.4
3874,2,1.22,61.7
3875,2,1.51,22.9
3876,2,2.22,58.8
3877,2,2.11,25.5
3878,2,1.2,23.6
3879,2,0.15,65.7
3880,2,0.4,65.0
3881,2,0.34,29.8
3882,2,0.33,66.0
3883,2,2.04,24.0
3884,2,2.69,21.3
3885,2,0.88,65.4
3886,2,0.3,60.5
3887,2,1.88,27.3
3888,2,0.02,64.6
3889,2,1.51,18.9
3890,2,0.01,66.0
3891,2,2.62,23.6
3898,2,0.32,24.5
3899,2,0.74,59.8
3916,8,1.16,58.1
3917,8,1.14,25.1
3918,8,1.06,19.0
3919,8,1.0,56.6
3920,8,1.61,18.5
3921,8,0.75,53.4
3922,8,0.72,59.2
3923,8,0.72,19.1
3924,8,0.31,25.9
3925,8,0.16,58.7
3926,8,1.83,20.0
3927,8,0.5,59.2
3928,8,1.68,19.2
3929,8,1.4,57.4
3930,8,0.15,55.6
3931,8,1.39,21.1
3932,8,0.22,57.9
3933,8,0.57,16.3
3934,8,1.37,17.9
3935,8,0.24,60.4
3942,8,0.94,17.6
3943,8,0.16,56.3
3960,2,8.88,23.8
3961,2,1.98,52.8
3962,2,3.04,20.4
3963,2,1.82,50.5
3964,2,5.7,20.4
3965,2,0.78,47.6
3966,2,0.65,52.6
3967,2,2.3,20.2
3968,2,0.16,52.1
3969,2,0.5,26.8
3970,2,0.83,52.8
3971,2,5.95,21.1
3972,2,2.75,51.0
3973,2,5.99,18.8
3974,2,0.17,49.3
3975,2,4.07,21.6
3976,2,0.23,52.1
3977,2,3.06,18.4
3978,2,0.39,53.0
3979,2,4.01,18.0
3986,2,2.97,20.0
3987,2,0.09,48.7
4004,1,1.3,70.9
4005,1,0.13,36.6
4006,1,1.3,70.9
4007,1,0.54,31.8
4008,1,1.83,65.1
4009,1,0.25,32.5
4010,1,1.4,71.4
4011,1,0.06,30.7
4012,1,0.8,68.7
4013,1,0.24,32.5
4014,1,1.74,71.1
4015,1,0.78,25.9
4016,1,3.03,69.1
4017,1,0.77,28.0
4018,1,0.68,29.6
4019,1,2.87,66.3
4020,1,1.11,70.2
4021,1,0.19,27.5
4022,1,0.31,29.6
4023,1,0.85,73.5
4028,1,1.5,67.5
4029,1,0.66,26.1
4048,2,0.24,28.6
4049,2,1.17,62.8
4050,2,0.48,62.0
4051,2,0.54,20.9
4052,2,0.81,20.0
4053,2,0.76,58.8
4054,2,0.79,63.8
4055,2,0.41,22.7
4056,2,0.14,27.9
4057,2,0.27,62.7
4058,2,0.53,63.7
4059,2,1.1,21.4
4060,2,1.35,62.5
4061,2,0.58,22.9
4062,2,0.46,24.1
4063,2,0.12,61.8
4064,2,0.24,14.7
4065,2,0.53,62.5
4066,2,0.82,18.1
4067,2,0.25,65.2
4072,2,0.04,61.7
4073,2,0.55,17.2
4092,2,4.41,28.1
4093,2,1.09,62.8
4094,2,0.56,61.1
4095,2,1.54,25.8
4096,2,2.89,26.1
4097,2,0.53,58.0
4098,2,1.15,24.7
4099,2,0.65,63.0
4100,2,0.21,31.2
4101,2,0.12,62.6
4102,2,3.64,26.6
4103,2,0.31,63.4
4104,2,2.33,60.5
4105,2,2.8,23.6
4106,2,1.43,27.1
4107,2,0.07,60.0
4108,2,0.16,62.7
4109,2,0.94,23.9
4110,2,0.23,63.5
4111,2,2.22,23.9
4116,2,0.08,59.2
4117,2,1.72,25.0
4136,2,1.12,72.7
4137,2,0.04,40.0
4138,2,1.38,76.8
4139,2,0.45,32.4
4140,2,2.25,70.5
4141,2,0.3,35.4
4142,2,0.07,33.8
4143,2,0.61,77.6
4144,2,0.84,73.7
4145,2,0.04,34.1
4146,2,3.81,75.2
4147,2,0.34,28.7
4148,2,1.85,73.9
4149,2,0.26,35.7
4150,2,0.68,33.1
4151,2,1.69,74.2
4152,2,0.03,31.4
4153,2,2.36,76.2
4154,2,0.41,78.4
4155,2,0.18,33.2
4160,2,2.15,75.1
4161,2,0.91,24.1
4180,11,1.14,33.6
4181,11,1.93,63.2
4182,11,1.83,61.9
4183,11,0.68,29.1
4184,11,2.62,58.2
4185,11,0.77,29.8
4186,11,0.36,27.8
4187,11,1.22,63.9
4188,11,0.47,61.6
4189,11,0.82,31.7
4190,11,1.37,64.1
4191,11,1.64,26.1
4192,11,2.28,62.4
4193,11,1.17,26.8
4194,11,0.79,59.5
4195,11,1.26,29.1
4196,11,0.84,25.3
4197,11,0.53,62.3
4198,11,0.74,27.3
4199,11,0.48,65.6
4204,11,1.55,59.8
4205,11,1.22,26.5
4224,6,0.08,38.3
4225,6,1.88,67.3
4226,6,1.28,68.1
4227,6,0.55,31.0
4228,6,1.84,62.3
4229,6,0.36,32.6
4230,6,0.15,29.7
4231,6,1.0,69.0
4232,6,0.8,66.9
4233,6,0.1,32.1
4234,6,0.69,28.0
4235,6,1.9,68.2
4236,6,4.01,66.2
4237,6,0.46,30.1
4238,6,1.21,65.0
4239,6,0.48,30.1
4240,6,0.25,27.7
4241,6,0.78,67.7
4242,6,0.43,29.4
4243,6,0.43,70.4
4248,6,0.65,66.7
4249,6,0.82,27.2
4268,2,2.09,57.4
4269,2,1.32,29.6
4270,2,0.89,24.4
4271,2,2.01,55.0
4272,2,1.13,25.6
4273,2,2.25,51.6
4274,2,0.99,57.6
4275,2,0.48,23.4
4276,2,0.46,55.7
4277,2,1.02,28.4
4278,2,2.05,23.0
4279,2,1.69,58.1
4280,2,2.47,56.6
4281,2,1.4,22.9
4282,2,0.75,53.2
4283,2,1.55,25.4
4284,2,1.1,21.7
4285,2,0.61,56.1
4286,2,1.13,23.2
4287,2,0.55,59.3
4294,2,1.19,23.4
4295,2,1.52,53.5
4312,2,1.1,57.0
4313,2,3.25,24.3
4314,2,1.26,54.0
4315,2,1.35,18.3
4316,2,2.01,18.9
4317,2,2.56,50.9
4318,2,0.7,56.3
4319,2,1.13,18.2
4320,2,0.37,54.9
4321,2,1.64,23.4
4322,2,3.51,18.5
4323,2,0.81,57.0
4324,2,0.79,56.5
4325,2,2.29,17.9
4326,2,0.39,52.0
4327,2,2.44,21.5
4328,2,0.18,55.1
4329,2,2.11,15.4
4330,2,2.34,17.8
4331,2,0.27,57.7
4338,2,1.12,52.0
4339,2,0.91,18.3
4356,1,1.92,64.6
4357,1,0.33,36.2
4358,1,0.56,30.3
4359,1,1.73,63.6
4360,1,0.52,31.3
4361,1,1.8,59.4
4362,1,0.16,29.6
